Stanje na računu,Trajanje računa,Istorija kredita,Svrha uzimanja,Iznos kredita,Račun za štednju,Zaposlenost,Kamata – u procentima od tekućih prihoda,Pol i bračni staus,Žirant Ko-aplikant,Prebivalište (u godinama),Imovina,Godine starosti,Plaćanje u ratama,Stan/Kuća,Postojeći kredit u ovoj banci,Vrsta posla,Izdržavani: broj lica koji zavise od prihoda aplikanta,Telefon,Radnik stranac,Odobren kredit
<0 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,3660,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,4,automobil ili drugo,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,18,svi krediti u ovoj banci vraćeni na vreme,nameštaj,1553,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,3,automobil ili drugo,44,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,15,drugi krediti plaćani na vreme,muzička tehnika/televizija,1444,nema račun za štednju,<=1 godina,4,"muško, neoženjen",nema,1,ulaganje u nekretnine/životno osiguranje,23,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,9,drugi krediti plaćani na vreme,nameštaj,1980,<100 DM,<=1 godina,2,"žensko, udata/razvedena",ko-aplikant,2,automobil ili drugo,19,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,24,drugi krediti plaćani na vreme,automobil (nov),1355,<100 DM,<=1 godina,3,"žensko, udata/razvedena",nema,4,automobil ili drugo,25,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,ima,da,Ne
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,obrazovanje,1393,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,47,banka,poseduje,3,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,1376,500 <= < 1000 DM,4<= <7 godina,4,"žensko, udata/razvedena",nema,1,automobil ili drugo,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,60,kašnjenje sa uplatama,muzička tehnika/televizija,15653,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,4,automobil ili drugo,21,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1493,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,3,automobil ili drugo,34,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Da
<0 DM,42,kašnjenje sa uplatama,muzička tehnika/televizija,4370,<100 DM,4<= <7 godina,3,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,26,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Ne
<0 DM,18,drugi krediti plaćani na vreme,obrazovanje,750,<100 DM,nezaposlen,4,"žensko, udata/razvedena",nema,1,poseduje nekretninu,27,nema,poseduje,1,nezposlen/nema zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,15,drugi krediti plaćani na vreme,popravka,1308,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,38,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,obrazovanje,4623,100 <= <500 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,40,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,24,kritičan račun,muzička tehnika/televizija,1851,<100 DM,4<= <7 godina,4,"muško, oženjen/udovac",žirant,2,automobil ili drugo,33,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,18,kritičan račun,muzička tehnika/televizija,1880,<100 DM,4<= <7 godina,4,"muško, oženjen/udovac",nema,1,ulaganje u nekretnine/životno osiguranje,32,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,36,kašnjenje sa uplatama,biznis,7980,nema račun za štednju,<=1 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,27,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,30,nema uzetih kredita,nameštaj,4583,<100 DM,1<= < 4 godina,2,"muško, razveden",žirant,2,poseduje nekretninu,32,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,automobil (nov),1386,500 <= < 1000 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,26,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
>= 200 DM ,24,drugi krediti plaćani na vreme,automobil (nov),947,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,3,nema,38,banka,živi besplatno,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Ne
<0 DM,12,drugi krediti plaćani na vreme,obrazovanje,684,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,40,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
<0 DM,48,drugi krediti plaćani na vreme,obrazovanje,7476,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,1,nema,50,nema,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,nameštaj,1922,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,37,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
<0 DM,24,drugi krediti plaćani na vreme,automobil (nov),2303,<100 DM,>=7 godina,4,"muško, neoženjen",ko-aplikant,1,poseduje nekretninu,45,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,36,kašnjenje sa uplatama,automobil (nov),8086,100 <= <500 DM,>=7 godina,2,"muško, neoženjen",nema,4,automobil ili drugo,42,nema,poseduje,4,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,24,kritičan račun,automobil (polovan),2346,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,3,automobil ili drugo,35,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,14,drugi krediti plaćani na vreme,automobil (nov),3973,<100 DM,nezaposlen,1,"muško, neoženjen",nema,4,nema,22,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,automobil (nov),888,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,41,banka,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
nema računa u ovoj banci,48,drugi krediti plaćani na vreme,muzička tehnika/televizija,10222,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,3,automobil ili drugo,37,radnja,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,30,nema uzetih kredita,biznis,4221,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,1,automobil ili drugo,28,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,18,kritičan račun,nameštaj,6361,<100 DM,>=7 godina,2,"muško, neoženjen",nema,1,nema,41,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
>= 200 DM ,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1297,<100 DM,1<= < 4 godina,3,"muško, oženjen/udovac",nema,4,poseduje nekretninu,23,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,12,drugi krediti plaćani na vreme,automobil (nov),900,nema račun za štednju,1<= < 4 godina,4,"muško, oženjen/udovac",nema,2,automobil ili drugo,23,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,21,drugi krediti plaćani na vreme,nameštaj,2241,<100 DM,>=7 godina,4,"muško, neoženjen",nema,2,poseduje nekretninu,50,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,6,kašnjenje sa uplatama,nameštaj,1050,<100 DM,nezaposlen,4,"muško, neoženjen",nema,1,ulaganje u nekretnine/životno osiguranje,35,radnja,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
>= 200 DM ,6,kritičan račun,obrazovanje,1047,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,50,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,24,kritičan račun,ostalo,6314,<100 DM,nezaposlen,4,"muško, neoženjen",ko-aplikant,2,nema,27,banka,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,30,svi krediti u ovoj banci vraćeni na vreme,nameštaj,3496,>= 1000 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,34,radnja,poseduje,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,48,svi krediti u ovoj banci vraćeni na vreme,biznis,3609,<100 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,1,poseduje nekretninu,27,radnja,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,12,kritičan račun,automobil (nov),4843,<100 DM,>=7 godina,3,"muško, neoženjen",ko-aplikant,4,ulaganje u nekretnine/životno osiguranje,43,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
>= 200 DM ,30,kritičan račun,muzička tehnika/televizija,3017,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,47,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,kritičan račun,biznis,4139,100 <= <500 DM,1<= < 4 godina,3,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,27,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,ima,da,Da
nema računa u ovoj banci,36,drugi krediti plaćani na vreme,biznis,5742,100 <= <500 DM,4<= <7 godina,2,"muško, neoženjen",nema,2,automobil ili drugo,31,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,60,drugi krediti plaćani na vreme,automobil (nov),10366,<100 DM,>=7 godina,2,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,42,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,6,kritičan račun,automobil (nov),2080,500 <= < 1000 DM,1<= < 4 godina,1,"muško, oženjen/udovac",nema,2,automobil ili drugo,24,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,21,kašnjenje sa uplatama,biznis,2580,500 <= < 1000 DM,<=1 godina,4,"muško, neoženjen",nema,2,poseduje nekretninu,41,banka,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
nema računa u ovoj banci,30,kritičan račun,muzička tehnika/televizija,4530,<100 DM,4<= <7 godina,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,26,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,24,kritičan račun,nameštaj,5150,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,33,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,72,drugi krediti plaćani na vreme,muzička tehnika/televizija,5595,100 <= <500 DM,1<= < 4 godina,2,"muško, oženjen/udovac",nema,2,automobil ili drugo,24,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
<0 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,2384,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,64,banka,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,muzička tehnika/televizija,1453,<100 DM,<=1 godina,3,"žensko, udata/razvedena",nema,1,poseduje nekretninu,26,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,obrazovanje,1538,<100 DM,<=1 godina,1,"žensko, udata/razvedena",nema,2,nema,56,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,2279,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,4,nema,37,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,15,kašnjenje sa uplatama,muzička tehnika/televizija,1478,<100 DM,1<= < 4 godina,4,"muško, oženjen/udovac",nema,3,poseduje nekretninu,33,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,kritičan račun,muzička tehnika/televizija,5103,<100 DM,<=1 godina,3,"muško, oženjen/udovac",nema,3,nema,47,nema,živi besplatno,3,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,36,kašnjenje sa uplatama,biznis,9857,100 <= <500 DM,4<= <7 godina,1,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,31,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,ima,da,Da
nema računa u ovoj banci,60,drugi krediti plaćani na vreme,automobil (nov),6527,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,4,nema,34,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
>= 200 DM ,10,kritičan račun,muzička tehnika/televizija,1347,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,27,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,36,kašnjenje sa uplatama,automobil (nov),2862,100 <= <500 DM,>=7 godina,4,"muško, neoženjen",nema,3,nema,30,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,2753,100 <= <500 DM,>=7 godina,3,"muško, neoženjen",ko-aplikant,4,automobil ili drugo,35,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,automobil (nov),3651,>= 1000 DM,1<= < 4 godina,1,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,31,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Da
<0 DM,15,kritičan račun,nameštaj,975,<100 DM,1<= < 4 godina,2,"muško, razveden",nema,3,ulaganje u nekretnine/životno osiguranje,25,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,15,drugi krediti plaćani na vreme,popravka,2631,100 <= <500 DM,1<= < 4 godina,3,"žensko, udata/razvedena",nema,2,poseduje nekretninu,25,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,2896,100 <= <500 DM,<=1 godina,2,"muško, neoženjen",nema,1,automobil ili drugo,29,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,6,kritičan račun,automobil (nov),4716,nema račun za štednju,<=1 godina,1,"muško, neoženjen",nema,3,poseduje nekretninu,44,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,2284,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,automobil (polovan),1236,500 <= < 1000 DM,1<= < 4 godina,2,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,50,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1103,<100 DM,4<= <7 godina,4,"muško, neoženjen",žirant,3,poseduje nekretninu,29,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,ne,Da
nema računa u ovoj banci,12,kritičan račun,automobil (nov),926,<100 DM,nezaposlen,1,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,38,nema,poseduje,1,nezposlen/nema zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,1800,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,24,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
>= 200 DM ,15,drugi krediti plaćani na vreme,obrazovanje,1905,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,40,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,nameštaj,1123,500 <= < 1000 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,29,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
<0 DM,48,kritičan račun,automobil (polovan),6331,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,nema,46,nema,živi besplatno,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
>= 200 DM ,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,1377,100 <= <500 DM,>=7 godina,4,"žensko, udata/razvedena",nema,2,nema,47,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,30,kašnjenje sa uplatama,biznis,2503,100 <= <500 DM,>=7 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,41,radnja,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,27,drugi krediti plaćani na vreme,biznis,2528,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,1,ulaganje u nekretnine/životno osiguranje,32,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,automobil (nov),5324,500 <= < 1000 DM,>=7 godina,1,"žensko, udata/razvedena",nema,4,nema,35,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,48,drugi krediti plaćani na vreme,automobil (nov),6560,100 <= <500 DM,4<= <7 godina,3,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,24,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,12,nema uzetih kredita,nameštaj,2969,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,3,ulaganje u nekretnine/životno osiguranje,25,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,1206,<100 DM,>=7 godina,4,"žensko, udata/razvedena",nema,4,poseduje nekretninu,25,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,9,drugi krediti plaćani na vreme,muzička tehnika/televizija,2118,<100 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,poseduje nekretninu,37,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,629,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,32,banka,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,6,svi krediti u ovoj banci vraćeni na vreme,obrazovanje,1198,<100 DM,>=7 godina,4,"žensko, udata/razvedena",nema,4,nema,35,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,21,drugi krediti plaćani na vreme,automobil (polovan),2476,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,46,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,9,kritičan račun,muzička tehnika/televizija,1138,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,25,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,60,drugi krediti plaćani na vreme,automobil (nov),14027,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,2,nema,27,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,30,kritičan račun,automobil (polovan),7596,nema račun za štednju,>=7 godina,1,"muško, neoženjen",nema,4,automobil ili drugo,63,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,30,kritičan račun,muzička tehnika/televizija,3077,nema račun za štednju,>=7 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,40,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,muzička tehnika/televizija,1505,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,nema,32,nema,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
>= 200 DM ,24,kritičan račun,muzička tehnika/televizija,3148,nema račun za štednju,1<= < 4 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,31,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,20,nema uzetih kredita,automobil (polovan),6148,100 <= <500 DM,>=7 godina,3,"muško, oženjen/udovac",nema,4,automobil ili drugo,31,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
>= 200 DM ,9,nema uzetih kredita,muzička tehnika/televizija,1337,<100 DM,<=1 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,34,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
